,Lng,Lat,tradeTime,followers,totalPrice,price,square,livingRoom,drawingRoom,kitchen,bathRoom,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway,district,Price_Level_Per_Square_Meter
52,116.164506,39.731851,8/12/16,64,198.0,20625,96.0,3,1,1,1,4,2004,3,2,0.5,0,1,1,5,2
53,116.66592299999999,40.186753,8/31/16,51,500.0,44147,113.26,3,2,1,2,4,2012,4,6,0.33299999999999996,1,0,0,13,4
54,116.314388,39.972347,8/19/16,18,655.0,43149,151.8,2,1,1,1,1,1998,3,6,0.28600000000000003,1,1,1,8,4
55,116.37853700000001,39.879671,12/9/16,79,1135.0,61968,183.16,4,1,1,2,3,2003,1,6,0.28600000000000003,1,0,1,10,6
56,116.284755,39.93453,3/22/17,117,280.0,67470,41.5,1,0,1,1,1,2009,4,6,0.111,1,0,1,8,6
57,116.413046,40.056407,7/15/16,110,346.0,34992,98.88,4,1,1,2,4,1998,3,4,0.5,0,1,0,6,3
58,116.559275,40.113935,1/22/17,81,530.0,26100,203.07,6,2,1,2,4,1998,4,6,0.5,0,1,0,13,2
59,116.474383,39.902184000000005,6/29/16,43,406.0,63577,63.86,1,1,1,1,3,2007,4,6,0.25,1,0,1,7,6
60,116.384103,39.972885,8/15/16,213,642.0,89665,71.6,2,1,1,1,3,1993,1,2,0.222,1,0,0,10,8
61,116.497474,39.810115,7/7/16,266,165.0,29741,55.48,1,1,1,1,1,2009,4,6,0.25,1,0,1,3,2
62,116.403304,39.891690999999994,8/31/16,176,400.0,66879,59.81,1,1,1,1,3,2002,4,6,0.16699999999999998,1,1,1,10,6
63,116.386555,40.0865,7/28/16,83,200.0,41667,48.0,1,0,1,1,4,2009,4,6,0.33299999999999996,1,1,0,6,4
64,116.364028,39.870465,6/27/16,93,200.0,48310,41.4,1,1,1,1,4,1990,3,2,0.33299999999999996,0,0,0,2,4
65,116.461949,40.003018,6/24/16,64,845.0,43772,193.05,4,2,1,3,3,2003,4,6,0.5,1,1,1,7,4
66,116.483319,39.915337,7/23/16,82,300.0,43809,68.48,3,1,1,1,1,1994,4,6,0.14300000000000002,1,1,1,7,4
67,116.51608700000001,39.923147,7/27/16,35,225.0,40910,55.0,1,0,1,1,1,2005,4,6,0.25,1,1,0,7,4
68,116.555729,40.162058,8/10/16,18,395.0,44887,88.0,3,4,1,3,4,2009,3,4,0.5,0,0,0,13,4
69,116.444356,39.932936,12/29/16,110,392.5,83582,46.96,1,0,1,1,1,2003,4,6,0.4,1,0,1,7,8
70,116.517555,39.872965,7/17/16,80,200.0,33406,59.87,2,1,1,1,4,1984,4,2,0.33299999999999996,0,1,0,7,3
71,116.47216499999999,39.903144,8/13/16,195,300.0,50092,59.89,2,1,1,1,4,1992,4,2,0.33299999999999996,0,0,1,7,5
72,116.471754,40.02946,9/12/16,93,510.0,75333,67.7,1,2,1,1,1,2009,3,6,0.33299999999999996,1,1,1,7,7
73,116.249496,40.221790999999996,8/8/16,70,102.0,24286,42.0,1,1,1,1,4,1989,3,2,0.33299999999999996,0,1,1,6,2
74,116.309431,39.842690999999995,7/6/16,30,288.0,41728,69.02,1,1,1,1,1,2006,3,6,0.3,1,0,1,2,4
75,116.330357,39.692063,9/7/16,48,468.0,22076,212.0,4,2,1,1,4,2014,2,6,0.5,1,0,1,4,2
76,116.43163999999999,39.904426,7/30/16,88,450.0,59761,75.3,2,1,1,1,3,2006,2,6,0.25,1,0,1,1,5
77,116.4388,40.054941,7/21/16,61,475.0,70381,67.49,2,1,1,2,3,2012,4,6,0.174,1,0,1,7,7
78,116.457699,39.944441,6/20/16,65,240.0,40000,60.0,1,0,1,1,3,2010,4,6,0.128,1,0,1,7,4
79,116.249496,40.221790999999996,7/26/16,4,360.0,24507,146.9,3,2,1,2,4,ÃÂ´ÃÂª,4,2,0.5,0,1,0,6,2
80,116.425063,40.044097,12/18/16,162,202.0,39608,51.0,1,1,1,1,3,2011,3,6,0.182,1,1,1,7,3
81,116.33481699999999,39.884391,7/3/16,136,240.0,70589,34.0,1,1,1,2,4,2009,4,6,0.222,1,0,0,10,7
82,116.22946,40.228274,9/21/16,33,265.0,30566,86.7,2,1,1,1,4,1996,4,4,0.33299999999999996,0,0,1,6,3
83,116.509143,39.925387,7/19/16,44,355.0,40909,86.78,2,2,1,1,1,2011,3,6,0.3,1,0,1,7,4
84,116.474014,39.913424,10/29/16,62,389.0,63771,61.0,2,1,1,1,3,1985,3,6,0.125,1,0,1,7,6
85,116.606151,40.051276,1/22/17,172,300.0,29127,103.0,3,1,1,1,4,1998,4,2,0.5,0,1,0,7,2
86,116.399693,39.972072,9/11/16,92,509.0,67678,75.21,2,1,1,1,4,1992,4,6,0.158,1,1,1,7,6
87,116.56038899999999,40.094933000000005,9/4/16,78,340.0,25000,136.0,3,2,1,2,4,2000,3,2,0.5,0,1,1,13,2
88,116.368804,39.873549,7/13/16,39,307.0,51167,60.0,2,1,1,1,4,1989,3,2,0.5,0,0,0,2,5
89,116.15460800000001,39.726495,7/27/16,15,199.5,22167,90.0,2,1,1,1,4,2010,2,6,0.25,1,0,0,5,2
90,116.16608000000001,39.771077000000005,9/30/16,264,210.5,32377,65.0,1,1,1,1,1,2011,4,6,0.16699999999999998,1,0,0,5,3
91,116.372222,39.880938,9/15/16,34,900.0,56250,160.0,5,2,1,2,4,1999,1,2,0.5,0,0,1,10,5
92,116.422211,40.011387,7/24/16,16,298.0,35059,85.0,1,1,1,1,3,2009,1,6,0.19,1,0,1,7,3
93,116.60503500000002,40.051164,9/19/16,72,230.0,25843,89.0,3,1,1,1,4,1992,1,4,0.5,0,0,0,7,2
94,116.31783100000001,40.039,9/12/16,33,1388.0,53799,258.0,5,2,1,3,4,1998,4,2,0.5,0,0,0,8,5
95,116.259318,40.217911,7/8/16,14,257.0,23364,110.0,2,1,1,1,4,1996,1,2,0.5,0,0,0,6,2
96,116.227892,39.780755,9/26/16,19,296.0,27664,107.0,3,1,1,1,4,2003,3,2,0.5,0,0,0,5,2
97,116.52387,39.923283000000005,7/16/16,3,470.0,32794,143.32,1,0,0,0,1,ÃÂ´ÃÂª,3,6,0.5,1,1,1,7,3
98,116.23879199999999,39.852889000000005,7/11/16,29,208.0,31288,66.48,1,1,1,1,4,2004,1,2,0.5,0,1,0,2,3
99,116.47773000000001,40.002156,9/7/16,61,650.0,49243,132.0,4,1,1,2,1,1997,4,6,0.25,1,1,1,7,4
100,116.50818100000001,39.807662,8/27/16,96,127.0,26805,47.38,1,1,0,1,1,2008,3,6,0.2,1,1,1,3,2
101,116.50818100000001,39.807662,8/29/16,154,145.0,27272,53.17,1,1,0,0,1,2008,3,6,0.2,1,0,1,3,2
102,116.437251,39.962363,6/28/16,132,270.0,51292,52.64,2,1,1,1,4,1979,4,2,0.33299999999999996,0,1,1,7,5
103,116.351677,39.980567,8/24/16,76,348.0,58000,60.0,1,1,1,1,1,1998,3,6,0.2,1,1,1,8,5
104,116.364028,39.870465,7/11/16,130,248.0,45091,55.0,2,1,1,1,4,1990,4,2,0.5,0,1,0,2,4
105,116.471203,39.876684000000004,9/5/16,128,475.0,34971,135.83,3,1,1,2,1,1998,3,6,0.25,1,1,1,7,3
106,116.164506,39.731851,8/23/16,129,188.0,21600,87.04,2,1,1,1,4,2004,3,2,0.5,0,1,1,5,2
107,116.268601,39.933567,6/26/16,63,610.0,64956,93.91,2,2,1,2,4,2003,4,6,0.33299999999999996,1,1,0,8,6
108,116.511545,39.904464000000004,12/30/16,243,210.0,42000,50.0,1,1,1,1,1,2010,4,6,0.105,1,1,1,7,4
109,116.34208799999999,39.749733,6/19/16,263,220.0,30051,73.21,2,1,1,1,4,1992,4,2,0.5,0,1,1,4,3
110,116.250662,39.910338,7/12/16,21,283.0,44116,64.15,2,1,1,1,4,1981,4,2,0.33299999999999996,0,1,1,9,4
111,116.227892,39.780755,8/17/16,88,210.0,22341,94.0,2,2,1,1,4,2005,1,2,0.5,0,1,0,5,2
112,116.28591999999999,39.935122,7/6/16,80,580.0,46512,124.7,3,2,1,1,4,1998,3,2,0.5,0,1,0,8,4
113,116.45123899999999,39.960643,7/26/16,51,677.0,40759,166.1,3,1,1,1,3,2002,3,6,0.2,1,0,0,7,4
114,116.117019,39.933859999999996,8/31/16,114,153.0,24252,63.09,2,1,1,1,4,1990,4,2,0.33299999999999996,0,1,0,12,2
115,116.456102,39.931183000000004,7/7/16,24,345.0,56651,60.9,2,1,1,1,4,1976,3,2,0.33299999999999996,0,1,1,7,5
116,116.4471,39.879796,6/20/16,51,1120.0,77242,145.0,3,2,1,2,4,2004,3,6,0.5,1,1,1,1,7
117,116.122354,39.937384,8/1/16,80,251.5,25464,98.77,3,1,1,1,4,2001,3,2,0.5,0,1,0,12,2
118,116.117724,39.941152,9/30/16,32,460.0,27480,167.4,4,2,1,2,4,2005,4,2,0.5,0,0,0,12,2
119,116.231747,40.230104,7/28/16,6,190.0,20041,94.81,2,2,1,1,4,1996,3,2,0.5,0,0,0,6,2
120,116.119651,39.934504,9/26/16,46,380.0,22755,167.0,4,2,1,2,4,2004,3,2,0.5,0,0,0,12,2
121,116.122354,39.937384,8/14/16,59,365.0,25000,146.0,4,1,1,2,4,2000,3,2,0.5,0,1,0,12,2
122,116.122491,39.939735,7/28/16,16,146.0,28505,51.22,1,1,1,1,4,2008,3,6,0.5,1,1,0,12,2
123,116.11840900000001,39.937888,8/4/16,12,285.0,30685,92.88,2,1,1,1,4,2006,4,6,0.33299999999999996,1,1,0,12,3
124,116.117019,39.933859999999996,7/22/16,39,138.9,21403,64.9,2,1,1,1,4,1989,3,2,0.33299999999999996,0,1,0,12,2
125,116.293654,39.792320000000004,6/16/16,52,260.0,15991,162.6,3,2,1,2,4,1999,3,2,0.5,0,1,0,4,1
126,116.48154,39.918388,8/14/16,61,830.0,47939,173.14,4,2,1,2,1,2002,4,6,0.375,1,0,1,7,4
127,116.24553799999998,40.220033,7/6/16,11,132.7,28606,46.39,2,0,1,1,1,1982,3,4,0.25,0,1,1,6,2
128,116.482231,40.009521,6/16/16,225,402.0,70738,56.83,2,1,1,1,4,1997,4,2,0.5,0,1,1,7,7
129,116.34296299999998,40.093175,9/28/16,40,225.0,44768,50.26,1,1,0,1,4,2004,3,6,0.25,1,0,1,6,4
130,116.199293,39.938056,3/9/17,198,391.0,39692,98.51,3,1,1,1,4,1996,3,2,0.33299999999999996,0,1,0,9,3
131,116.421128,40.068301,8/21/16,33,109.0,19758,55.17,1,0,0,1,3,2008,4,6,0.16699999999999998,1,0,1,6,1
132,116.345863,39.877035,7/18/16,38,405.0,56787,71.32,1,1,1,1,3,2008,3,6,0.4,1,0,0,2,5
133,116.43268400000001,40.077562,9/29/16,38,700.0,29615,236.37,6,2,1,4,4,2008,3,6,0.5,1,0,0,6,2
134,116.661432,40.180564000000004,9/7/16,76,330.0,16337,202.0,4,2,1,2,4,2000,3,2,0.5,0,1,0,13,1
135,116.49138,39.938386,8/12/16,13,990.0,65637,150.83,2,2,1,2,3,2005,4,6,0.444,1,1,1,7,6
136,116.67391200000002,40.209832,7/31/16,41,258.0,28709,89.87,2,2,1,1,4,2008,3,6,0.33299999999999996,1,1,0,13,2
137,116.22511100000001,39.761305,7/31/16,34,270.0,30034,89.9,3,2,1,1,4,2012,3,6,0.5,1,0,0,5,3
138,116.37178700000001,39.905909,8/15/16,85,442.0,76617,57.69,2,0,1,1,4,1979,3,6,0.107,1,1,1,10,7
139,116.225476,40.226442999999996,10/6/16,40,295.0,25000,118.0,3,1,1,1,4,2002,1,2,0.5,0,0,1,6,2
140,116.33376499999999,40.078920000000004,7/31/16,22,526.0,37287,141.07,3,1,1,2,4,2005,3,6,0.33299999999999996,1,1,1,6,3
141,116.52948500000001,39.830024,6/30/16,22,620.0,28031,221.19,4,2,1,2,4,2009,1,6,0.5,0,1,0,4,2
142,116.445996,40.069568,8/6/16,10,328.0,26356,124.45,3,1,1,1,4,2001,2,2,0.5,0,1,0,6,2
143,116.3434,40.083321999999995,8/8/16,53,410.0,27947,146.71,3,1,1,2,4,2003,4,2,0.5,0,1,1,6,2
144,116.305898,39.926084,9/19/16,104,1013.0,69006,146.8,2,1,1,2,3,2006,4,6,0.667,1,1,1,8,6
145,116.454043,39.903712,6/30/16,1,220.2,46271,47.59,1,1,1,1,4,1994,1,2,0.33299999999999996,0,0,1,7,4
146,116.410182,40.051959000000004,9/27/16,110,575.0,47521,121.0,3,1,1,2,4,2004,4,4,0.5,0,1,0,6,4
147,116.29628600000001,39.870107,8/25/16,53,635.0,32743,193.94,3,2,1,2,1,2001,3,6,0.28600000000000003,1,0,1,2,3
148,116.66592299999999,40.186753,7/25/16,25,58.0,17576,33.0,1,0,1,1,4,2014,1,6,0.13,1,0,0,13,1
149,116.421128,40.068301,7/24/16,8,106.5,20834,51.12,1,0,1,1,3,2008,4,6,0.174,1,0,1,6,2
150,116.44485700000001,39.954789,8/2/16,37,470.0,42708,110.05,2,2,1,2,3,2006,4,6,0.067,1,0,1,1,4
151,116.564416,39.909334,8/10/16,87,205.0,34207,59.93,1,1,1,1,4,2009,3,2,0.5,0,0,0,7,3
152,116.430012,40.066244,10/31/16,52,580.0,20579,281.85,5,2,1,3,4,ÃÂ´ÃÂª,3,2,0.5,0,1,0,6,2
153,116.30850500000001,39.839489,4/13/17,93,840.0,56900,147.63,3,2,1,2,1,2001,3,6,0.214,1,1,1,2,5
154,116.520858,39.918846,7/28/16,222,330.0,29483,111.93,3,2,1,1,4,ÃÂ´ÃÂª,2,2,0.5,0,1,1,7,2
155,116.34546599999999,40.008394,9/29/16,30,354.0,56191,63.0,1,1,1,1,3,2010,4,6,0.222,1,0,1,8,5
156,116.122354,39.937384,6/17/16,54,189.0,23464,80.55,2,1,1,2,4,2000,3,2,0.33299999999999996,0,1,0,12,2
157,116.5038376,39.9307251,7/29/16,26,1890.0,60823,310.74,4,2,1,3,4,2010,4,6,0.33299999999999996,0,0,0,7,6
158,116.418443,39.866651,8/16/16,310,246.8,46567,53.0,2,1,1,1,4,1975,3,2,0.33299999999999996,0,0,0,1,4
159,116.43770500000001,39.898038,7/31/16,60,1020.0,82259,124.0,3,2,1,2,3,2005,4,6,0.33299999999999996,1,1,1,1,8
160,116.387363,39.864499,7/25/16,55,181.0,36200,50.0,1,1,1,1,4,1990,3,2,0.055999999999999994,0,1,0,2,3
161,116.43416599999999,39.948115,1/5/17,56,2200.0,72132,305.0,3,2,1,3,1,2008,4,6,0.75,1,0,1,1,7
162,116.491073,39.936639,6/23/16,31,200.0,46083,43.4,1,1,1,1,4,1983,1,4,0.33299999999999996,0,0,1,7,4
163,116.38816299999999,39.841127,8/23/16,106,490.0,45371,108.0,3,2,1,1,3,2006,4,6,0.33299999999999996,1,0,1,2,4
164,116.404579,39.978491,8/30/16,185,450.0,69231,65.0,2,1,1,1,3,1986,3,6,0.16699999999999998,1,1,1,7,6
165,116.242531,40.201675,9/11/16,223,177.0,18870,93.8,2,1,1,1,4,2014,3,6,0.33299999999999996,0,0,0,6,1
166,116.460123,39.899975,8/24/16,76,210.0,50934,41.23,1,1,1,1,4,1981,1,2,0.33299999999999996,0,1,1,7,5
167,116.38860600000001,39.965854,10/25/16,239,560.0,119684,46.79,1,1,1,1,3,2009,4,6,0.5,1,1,0,10,9
168,116.24497099999999,40.21774,7/28/16,32,218.0,29067,75.0,1,1,1,1,1,2010,4,6,0.28600000000000003,1,0,0,6,2
169,116.31213100000001,39.970749,8/12/16,34,675.0,64000,105.47,2,1,1,1,1,1998,3,6,0.25,1,0,1,8,6
170,116.38483000000001,40.014138,8/29/16,24,1840.0,91013,202.17,3,2,1,3,4,2007,4,6,1.0,1,1,0,7,9
171,116.45205700000001,39.941752,7/29/16,14,1158.0,51014,227.0,4,2,1,3,1,1997,4,6,0.5,1,1,0,7,5
172,116.22401200000002,39.763726,8/17/16,41,280.0,31275,89.53,3,1,1,1,3,2012,4,6,0.5,1,0,1,5,3
173,116.37773700000001,40.012518,8/12/16,13,235.0,51087,46.0,1,0,1,1,3,2007,4,6,0.154,1,0,1,7,5
174,116.36713700000001,40.040209000000004,6/28/16,67,345.0,46622,74.0,3,1,1,1,4,1998,3,2,0.33299999999999996,0,1,1,8,4
175,116.34371399999999,39.996907,11/4/16,17,1680.0,74009,227.0,6,2,1,3,1,2003,3,6,0.222,1,1,1,8,7
176,116.478996,39.919078999999996,8/7/16,38,495.0,38077,130.0,3,1,1,2,1,1998,3,6,0.14300000000000002,0,1,1,7,3
177,116.45831000000001,39.923421999999995,7/23/16,28,315.0,54152,58.17,1,0,1,1,1,2008,4,6,0.25,1,0,1,7,5
178,116.66592299999999,40.186753,7/27/16,22,555.0,32734,169.55,4,2,1,2,4,2012,1,6,0.5,1,0,0,13,3
179,116.45831000000001,39.923421999999995,6/23/16,29,301.0,52440,57.4,1,0,1,1,1,2008,4,6,0.25,1,0,1,7,5
180,116.504911,39.998661,8/31/16,37,1213.8,30097,403.3,6,3,1,4,1,2002,4,6,0.5,1,1,0,7,3
181,116.462122,39.923796,8/30/16,22,900.0,65498,137.41,2,1,1,2,1,2006,4,6,0.75,1,1,1,7,6
182,116.24368999999999,40.221606,7/31/16,16,237.6,22416,106.0,2,1,1,1,4,1993,1,4,0.5,0,1,1,6,2
183,116.47668700000001,39.988644,8/14/16,108,213.0,47334,45.0,1,1,1,1,4,1993,4,2,0.33299999999999996,0,0,0,7,4
184,116.51291599999999,39.864253999999995,7/14/16,392,163.0,29637,55.0,1,1,1,1,3,2007,3,6,0.33299999999999996,1,1,0,7,2
185,116.550348,39.755625,7/24/16,39,440.0,18360,239.66,4,2,1,4,4,2006,2,6,1.0,0,0,0,3,1
186,116.48836999999999,39.929525,8/24/16,112,276.0,46000,60.0,2,0,1,1,4,1979,3,2,0.33299999999999996,0,1,1,7,4
187,116.13479199999999,39.743390999999995,6/29/16,24,118.0,17788,66.34,1,1,1,1,4,2000,3,6,0.16699999999999998,1,1,0,5,1
188,116.448302,39.960966,9/26/16,36,312.0,26497,117.75,2,1,1,1,1,2008,4,6,0.4,1,0,0,7,2
189,116.38446200000001,39.907534000000005,7/31/16,12,1220.0,74976,162.72,3,2,1,2,3,1999,4,6,0.5,1,1,1,10,7
190,116.25403500000002,40.205428999999995,7/29/16,5,170.0,24638,69.0,1,1,1,1,3,2010,1,6,0.5,1,0,0,6,2
191,116.467922,39.993105,7/21/16,88,387.0,46017,84.1,3,1,1,1,1,1995,3,6,0.2,1,1,1,7,4
192,116.223565,39.76392,8/29/16,104,261.0,33110,78.83,2,1,1,1,3,2012,2,6,0.5,1,0,1,5,3
193,116.233676,40.231784999999995,8/5/16,108,110.0,25987,42.33,1,1,1,1,4,2003,3,6,0.02,0,1,1,6,2
194,116.41442099999999,40.053513,7/27/16,35,112.6,32172,35.0,1,0,1,1,3,2007,3,6,0.28600000000000003,1,0,0,7,3
195,116.42929299999999,39.872461,10/24/16,96,120.0,34823,34.46,1,0,1,1,1,2005,4,6,0.12,1,0,1,2,3
196,116.305298,39.979471000000004,9/26/16,62,1700.0,85587,198.63,4,2,1,2,4,2000,4,2,0.5,1,0,1,8,8
197,116.18893500000001,40.054103000000005,6/30/16,10,165.0,27500,60.0,1,1,1,1,1,2012,3,6,0.1,1,0,0,8,2
198,116.42171299999998,39.971435,7/31/16,273,244.0,59195,41.22,1,1,1,1,1,1997,4,6,0.222,1,1,1,7,5
199,116.305898,39.926084,7/30/16,233,710.0,65741,108.0,2,2,1,1,3,2008,4,6,0.667,1,0,1,8,6
200,116.382855,39.899213,7/7/16,44,1585.0,100045,158.43,3,2,1,2,4,2004,4,6,1.0,1,1,1,10,9
201,116.47121499999999,39.903238,9/19/16,118,355.0,49693,71.44,2,1,1,1,1,1986,3,6,0.33299999999999996,1,0,1,7,4
202,116.259318,40.217911,9/18/16,46,365.0,19797,184.38,3,2,1,2,4,2001,1,4,0.5,0,0,0,6,1
203,116.44072800000001,39.963453,7/31/16,31,600.0,58732,102.16,1,1,1,1,1,2001,4,6,0.375,1,1,1,7,5
204,116.32260900000001,40.089206,6/23/16,79,323.9,25315,127.95,3,2,1,2,4,2008,2,2,0.5,0,1,0,6,2
205,116.25411299999999,40.220461,11/13/16,41,288.0,32360,89.0,2,1,1,1,4,1998,3,4,0.5,0,1,0,6,3
206,116.534997,39.928559,8/5/16,131,450.0,36338,123.84,3,1,1,2,1,2003,4,6,0.222,1,0,1,7,3
207,116.44438999999998,40.093691,9/20/16,2,280.0,24138,116.0,3,1,1,1,4,1999,3,2,0.5,0,1,0,6,2
208,116.269851,39.897262,9/12/16,226,216.0,30924,69.85,2,1,1,1,4,1994,3,2,0.33299999999999996,0,0,0,2,3
209,116.46149799999999,39.954426,9/24/16,28,1200.0,54363,220.74,2,2,1,2,1,2008,4,6,1.0,1,0,1,7,5
